100000	10000	1	1	1	1	0.0967667	1	0.0946333
100000	10000	2	1	1	1	0.111189	1	0.032
100000	10000	3	1	1	1	0.106033	1	0.0174556
100000	10000	4	1	1	1	0.124544	1	0.0116
100000	10000	5	1	1	1	0.128156	1	0.00934444
100000	10000	6	1	1	1	0.146567	1	0.00842222
100000	10000	7	1	1	1	0.134867	1	0.00853333
100000	10000	8	1	1	1	0.172089	1	0.00878889
100000	10000	9	1	1	1	0.169356	1	0.0100444
100000	10000	10	1	1	1	0.202856	1	0.0107667
100000	10000	11	1	1	1	0.194433	1	0.0121556
100000	10000	12	1	1	1	0.224922	1	0.0138444
100000	10000	13	1	1	1	0.219244	1	0.0160556
100000	10000	14	1	1	1	0.239267	1	0.0194111
100000	10000	15	1	1	1	0.257844	1	0.0224
100000	10000	16	1	1	1	0.284544	1	0.0277222
100000	10000	17	1	1	1	0.281311	1	0.0339556
100000	10000	18	1	1	1	0.302333	1	0.0411556
100000	10000	19	1	1	1	0.301033	1	0.0491889
100000	10000	20	1	1	1	0.310278	1	0.0582889
100000	10000	21	1	1	1	0.3154	1	0.0677
100000	10000	22	1	1	1	0.335611	1	0.078
100000	10000	23	1	1	1	0.335833	1	0.0896111
100000	10000	24	1	1	1	0.349689	1	0.103633
100000	10000	25	1	1	1	0.368967	1	0.118822
100000	10000	26	1	1	1	0.387578	1	0.134944
100000	10000	27	1	1	1	0.393044	1	0.153689
100000	10000	28	1	1	1	0.409256	1	0.176133
100000	10000	29	1	1	1	0.409633	1	0.2
100000	10000	30	1	1	1	0.415089	1	0.2215
100000	10000	31	1	1	1	0.417678	1	0.242578
100000	10000	32	1	1	1	0.419656	1	0.268367
100000	10000	33	1	1	1	0.424878	1	0.293111
100000	10000	34	1	1	1	0.441667	1	0.319467
100000	10000	35	1	1	1	0.457189	1	0.343978
100000	10000	36	1	1	1	0.465889	1	0.370733
100000	10000	37	1	1	1	0.467656	1	0.401411
100000	10000	38	1	1	1	0.485244	1	0.426678
100000	10000	39	1	1	1	0.491389	0.9995	0.455933
100000	10000	40	1	1	1	0.491389	0.9995	0.481867
100000	10000	41	1	1	1	0.498944	0.9995	0.505667
100000	10000	42	1	1	1	0.515633	0.9995	0.532911
100000	10000	43	1	1	1	0.519633	0.9995	0.556789
100000	10000	44	1	1	1	0.5265	0.9995	0.581233
100000	10000	45	1	1	1	0.537644	0.9995	0.606111
100000	10000	46	1	1	1	0.547644	0.9995	0.633756
100000	10000	47	1	1	1	0.553444	0.9995	0.654711
100000	10000	48	1	1	1	0.554067	0.9995	0.676289
100000	10000	49	1	1	1	0.562144	0.9995	0.694511
100000	10000	50	1	1	1	0.562144	0.9995	0.715822
100000	10000	51	1	1	1	0.571689	0.9995	0.735656
100000	10000	52	1	1	1	0.574733	0.9995	0.757633
100000	10000	53	1	1	1	0.581122	0.9995	0.769333
100000	10000	54	1	1	1	0.591878	0.9995	0.783756
100000	10000	55	1	1	1	0.600089	0.9995	0.801433
100000	10000	56	1	1	1	0.600756	0.9995	0.812611
100000	10000	57	1	1	1	0.608089	0.9995	0.822422
100000	10000	58	1	1	1	0.615589	0.9995	0.841089
100000	10000	59	1	1	1	0.621144	0.9995	0.853844
100000	10000	60	1	1	1	0.621144	0.9995	0.865822
100000	10000	61	1	1	1	0.627078	0.9995	0.873756
100000	10000	62	1	1	1	0.637178	0.9995	0.882922
100000	10000	63	1	1	1	0.6452	0.9995	0.891011
100000	10000	64	1	1	1	0.6452	0.9995	0.898667
100000	10000	65	1	1	1	0.649333	0.9995	0.906967
100000	10000	66	1	1	1	0.655889	0.9995	0.910911
100000	10000	67	1	1	1	0.662756	0.9995	0.921467
100000	10000	68	1	1	1	0.663722	0.9995	0.931811
100000	10000	69	1	1	1	0.675111	0.9995	0.938344
100000	10000	70	1	1	1	0.675111	0.9995	0.946167
100000	10000	71	1	1	1	0.680778	0.9995	0.949067
100000	10000	72	1	1	1	0.680778	0.9995	0.950978
100000	10000	73	1	1	1	0.691367	0.9995	0.952033
100000	10000	74	1	1	1	0.693489	0.9995	0.957056
100000	10000	75	1	1	1	0.693489	0.9995	0.9623
100000	10000	76	1	1	1	0.693489	0.9995	0.966522
100000	10000	77	1	1	1	0.702167	0.9995	0.971433
100000	10000	78	1	1	1	0.706389	0.9995	0.972433
100000	10000	79	1	1	1	0.713333	0.999278	0.972889
100000	10000	80	1	1	1	0.713333	0.999278	0.975678
100000	10000	81	1	1	1	0.724322	0.999278	0.977589
100000	10000	82	1	1	1	0.727233	0.999278	0.980367
100000	10000	83	1	1	1	0.735011	0.999278	0.982689
100000	10000	84	1	1	1	0.735722	0.999278	0.9842
100000	10000	85	1	1	1	0.736544	0.999278	0.984733
